"crisis_code","where","iso3","year","era","candidate","r","log_lagged_gdppc","polity","currency_regime","exp","debt","gap_sum","guarantees_d","lending_d","capital_injections_d","restructuring_d","asset_management_d","rules_d","noi_d","other_d","chron_bvx","chron_lv","chron_rr","chron_st","n_chronologies","n_chron_clean","n_chron_3chron","n_chron_3chron_raw","maddison_priority","currency_regime_binary"
"ZAF-2002","South Africa","ZAF",2002,"2000_2019",1,1,8.96694631883497,9,12,22.213311594416,31.800667166907,0.488449240753916,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CHN-2003","China","CHN",2003,"2000_2019",1,1,8.58356358989149,-7,4,18.227888974457,26.80032058037,0.624652445281578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM-2003","Dominican Republic","DOM",2003,"2000_2019",0,1,8.89937138514387,8,8,19.01352348566,48.150230285723,0.0222355857128091,1,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"RUS-2004","Russia","RUS",2004,"2000_2019",1,1,9.51201698001415,6,8,29.628395770436,20.827898274278,1.64745586133923,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CHN-2005","China","CHN",2005,"2000_2019",1,1,8.71071696839014,-7,4,18.266934191422,26.311660523043,0.620643622291149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU-2005","Germany","DEU",2005,"2000_2019",1,1,10.4780964795219,10,1,46.909301757812,67.546311470037,0.14218994363589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTM-2006","Guatemala","GTM",2006,"2000_2019",0,1,8.72102870446495,8,7,14.167284671182,21.114119920814,0.121690899610722,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"GBR-2007","United Kingdom","GBR",2007,"2000_2019",0,1,10.4972029631965,10,11,43.883499145508,42.956063563225,-0.460523005576344,1,1,1,1,1,0,0,0,1,1,1,1,4,4,3,3,1,1
"USA-2007","United States","USA",2007,"2000_2019",0,1,10.8295278030228,10,13,34.554412145707,64.633601050141,-0.415572688137521,1,1,1,0,1,0,0,1,1,1,1,1,4,4,3,3,1,1
"ARE-2008","United Arab Emirates","ARE",2008,"2000_2019",1,1,11.0884732522369,-8,2,21.949979261044,8.9491365562944,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG-2008","Argentina","ARG",2008,"2000_2019",1,1,9.79210580112274,8,8,30.762347750458,53.813851619113,-0.11759063164275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AUS-2008","Australia","AUS",2008,"2000_2019",1,1,10.6927078899412,10,13,36.076099395752,11.748652026395,-0.326922909726698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AUT-2008","Austria","AUT",2008,"2000_2019",0,1,10.6042376153018,10,1,49.335399627686,68.41735773087,-0.323604424941727,1,1,1,0,1,0,0,0,1,1,1,0,3,3,2,2,0,0
"AZE-2008","Azerbaijan","AZE",2008,"2000_2019",1,1,9.44931772835774,-7,4,31.439017736415,3.2207651862865,0.254724976904621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL-2008","Belgium, Netherlands, Luxemburg","BEL",2008,"2000_2019",0,1,10.5475199403655,8,1,49.899700164795,93.160043440931,-0.351792272106702,1,0,1,0,1,0,0,0,1,1,1,0,3,3,2,2,0,0
"BRA-2008","Brazil","BRA",2008,"2000_2019",1,1,9.43348443529026,8,12,37.411729725481,62.334232203288,0.131963002627902,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CAN-2008","Canada","CAN",2008,"2000_2019",1,1,10.6408158442615,10,12,38.775383348994,67.886008855544,-0.400658226932183,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1
"CHE-2008","Switzerland","CHE",2008,"2000_2019",0,1,10.9061310057005,10,11,32.373901367188,44.818138909571,-0.245518826842672,1,1,1,0,1,0,0,0,1,1,1,1,4,4,3,3,0,1
"CHN-2008","China","CHN",2008,"2000_2019",1,1,8.9740752202699,-7,5,22.525212030916,27.158797609575,0.0130055750170541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL-2008","Colombia","COL",2008,"2000_2019",1,1,9.268826699859,7,12,28.428792812302,32.382419070311,0.054733949457678,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CYP-2008","Cyprus","CYP",2008,"2000_2019",1,1,10.2438805251599,10,1,38.218058244256,44.126125746991,-0.676940484641523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU-2008","Germany","DEU",2008,"2000_2019",0,1,10.590420633007,10,1,44.0452003479,65.681624510601,-0.175505030490383,1,1,1,0,1,0,0,0,1,1,1,1,4,4,3,3,1,0
"DNK-2008","Denmark","DNK",2008,"2000_2019",0,1,10.702827949962,10,2,51.900100708008,33.3132,-0.528807845201274,1,0,1,1,0,0,0,0,1,1,1,0,3,3,2,2,0,0
"ESP-2008","Spain","ESP",2008,"2000_2019",0,1,10.3962133512749,10,1,41.457000732422,39.712003882687,-0.660499462236935,1,1,1,1,1,0,0,0,1,1,1,1,4,4,3,3,1,0
"EST-2008","Estonia","EST",2008,"2000_2019",1,1,10.1726697412777,9,2,39.451031317114,4.5095489428074,-1.51556229632056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUU-2008","Eurozone","EUU",2008,"2000_2019",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FIN-2008","Finland","FIN",2008,"2000_2019",1,1,10.5965978674165,10,1,47.88,32.560677425167,-0.770129589327675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA-2008","France","FRA",2008,"2000_2019",0,1,10.5144937971387,10,1,53.280899047852,68.208396911621,-0.330725773926026,1,1,1,0,0,0,0,0,1,1,1,1,4,4,3,3,1,0
"G-2008","All member states",NA,2008,"2000_2019",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"GRC-2008","Greece","GRC",2008,"2000_2019",0,1,10.2689260302936,10,1,51.278193608615,110.34682514545,-1.07369745606355,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,0
"HKG-2008","Hong Kong","HKG",2008,"2000_2019",1,0,NA,NA,NA,NA,NA,-0.22711344094028,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"HUN-2008","Hungary","HUN",2008,"2000_2019",0,1,9.89160678994802,10,10,48.803423843565,71.218620906175,-0.71709141833515,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"IDN-2008","Indonesia","IDN",2008,"2000_2019",1,1,8.87588993813362,8,8,19.394001295323,30.252037460226,0.398118237837776,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IND-2008","India","IND",2008,"2000_2019",1,1,8.26119036403388,9,8,28.690039360149,72.836599972292,0.168458707403469,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"IRL-2008","Ireland","IRL",2008,"2000_2019",0,1,10.865176632393,10,1,42.790599822998,42.513735897011,-1.44096184651269,1,1,1,0,1,0,0,0,1,1,0,0,2,2,1,1,0,0
"ISL-2008","Iceland","ISL",2008,"2000_2019",0,0,NA,NA,NA,NA,NA,-0.863208474088176,1,0,1,1,1,0,0,0,1,1,0,0,2,2,1,1,0,NA
"ITA-2008","Italy","ITA",2008,"2000_2019",0,1,10.499868703807,10,1,48.602100372314,106.16401426636,-0.517364862917009,1,1,1,0,0,0,0,0,1,1,0,1,3,3,2,2,1,0
"JPN-2008","Japan","JPN",2008,"2000_2019",1,1,10.4882895677995,10,13,34.107272161657,180.71471957119,-0.283874191883318,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"KAZ-2008","Kazakhstan","KAZ",2008,"2000_2019",0,0,9.80813566086188,-6,7,NA,NA,-0.0998105606758681,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"KOR-2008","South Korea","KOR",2008,"2000_2019",1,1,10.2994600951339,8,11,19.908703357758,25.809713705383,-0.418829723549898,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KWT-2008","Kuwait","KWT",2008,"2000_2019",1,1,11.1995408404442,-7,4,40.395732689211,5.3760998288734,-2.09882317631504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX-2008","Luxemburg","LUX",2008,"2000_2019",0,1,10.9745522242564,10,1,37.926897544589,14.634987602975,-0.795168998430817,1,0,0,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0
"LVA-2008","Latvia","LVA",2008,"2000_2019",1,0,9.95429313676241,8,11,NA,NA,-1.47512739626007,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1
"MEX-2008","Mexico","MEX",2008,"2000_2019",1,1,9.59456332115951,8,12,27.733164688774,42.491122840779,-0.309338890800054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MNG-2008","Mongolia","MNG",2008,"2000_2019",0,1,8.73175429062443,10,7,37.62868202578,38.559303,0.348900557961572,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"MYS-2008","Malaysia","MYS",2008,"2000_2019",1,1,9.7532217517847,6,11,26.920012523559,39.360853833945,-0.227130831509866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NLD-2008","Netherlands","NLD",2008,"2000_2019",0,1,10.6921437953947,10,1,46.22200012207,53.790493790154,-0.44869407768228,1,0,1,0,0,0,0,0,1,1,1,1,4,4,3,3,1,0
"NOR-2008","Norway","NOR",2008,"2000_2019",0,1,11.2236395550585,10,11,40.587501525879,47.819159361909,-0.644556853357288,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
"NZL-2008","New Zealand","NZL",2008,"2000_2019",1,1,10.3667321660114,10,12,38.576005151637,19.002503280723,-0.42908695320892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PHL-2008","Philippines","PHL",2008,"2000_2019",1,1,8.55114270927486,8,10,17.884154168114,50.0100929182,0.0396781328756608,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"POL-2008","Poland","POL",2008,"2000_2019",1,1,9.80186603809316,10,12,44.171919586226,46.734960065988,-0.200637718859924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRT-2008","Portugal","PRT",2008,"2000_2019",0,1,10.1455394490425,10,1,44.815700531006,75.6425,-0.408744519279884,1,0,1,0,1,0,0,0,1,1,1,1,4,4,3,3,0,0
"QAT-2008","Qatar","QAT",2008,"2000_2019",1,1,11.4918314472883,-10,2,23.54740605618,11.35667782833,-0.574675624300701,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU-2008","Romania","ROU",2008,"2000_2019",1,1,9.57629027023784,9,7,35.27139609058,12.33618593547,-0.506718557280224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"RUS-2008","Russia","RUS",2008,"2000_2019",0,1,9.90439329223006,4,8,32.01041163986,7.4462446796387,-0.170814421565664,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"SAU-2008","Saudi Arabia","SAU",2008,"2000_2019",1,1,10.4932255650982,-10,4,26.679670045254,12.055999347437,0.338721889906513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SVK-2008","Slovenia","SVK",2008,"2000_2019",0,1,9.95749924173821,10,8,36.99428201532,28.598816747484,-0.60893408814506,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1
"SWE-2008","Sweden","SWE",2008,"2000_2019",0,1,10.654899971402,10,6,50,37.510524571302,-0.547597809061753,1,1,1,0,0,0,0,0,1,1,1,1,4,4,3,3,0,0
"THA-2008","Thailand","THA",2008,"2000_2019",1,1,9.44894101259422,4,11,19.226325815349,34.946688897869,-0.218640781850698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TUR-2008","Turkey","TUR",2008,"2000_2019",1,1,9.68600512179779,7,12,34.191066248943,37.748147608598,-0.385837282986841,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"TWN-2008","Taiwan","TWN",2008,"2000_2019",1,0,10.4562603059404,10,NA,NA,NA,-0.417597917120463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"UKR-2008","Ukraine","UKR",2008,"2000_2019",0,1,9.2453038049896,7,4,47.112902659409,20.412977629736,-0.370609480859275,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"VEN-2008","Venezuela","VEN",2008,"2000_2019",0,1,9.76342546987338,5,2,34.879413720957,20.311320336602,-0.0575171775241873,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
"BGR-2009","Bulgaria","BGR",2009,"2000_2019",1,1,9.59979226349373,9,2,33.771476745605,21.286176681519,-0.600895419982347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP-2009","Cyprus","CYP",2009,"2000_2019",1,1,10.2659398826928,10,1,41.888570587133,52.820540280046,-0.964656176261124,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM-2009","Dominican Republic","DOM",2009,"2000_2019",1,1,9.23264269595517,8,7,16.248223441645,36.734168558547,-0.297034598351752,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"GTM-2009","Guatemala","GTM",2009,"2000_2019",1,1,8.79553413101606,8,7,14.100238971628,23.15116592139,-0.181782918695375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"GUY-2009","Guyana","GUY",2009,"2000_2019",1,0,NA,NA,NA,25.607662151235,51.691457514412,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HND-2009","Honduras","HND",2009,"2000_2019",1,1,8.37994355754958,7,2,28.351642243638,20.472011495754,-0.266681044549434,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HRV-2009","Croatia","HRV",2009,"2000_2019",1,1,9.93872513682264,9,4,48.500337498312,48.291868540657,-1.25243641835313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA-2009","Nigeria","NGA",2009,"2000_2019",0,1,8.31488122313575,4,7,15.430941473333,8.6172317553584,0.237562490973377,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1
"TTO-2009","Trinidad Tobago","TTO",2009,"2000_2019",1,1,10.3556550564651,10,4,33.398326108277,18.068125671376,-1.12072812744556,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP-2010","Spain","ESP",2010,"2000_2019",1,1,10.363115369987,10,1,45.622200012207,60.515249708915,-0.549513483010658,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
"GRC-2010","Greece","GRC",2010,"2000_2019",0,1,10.2342254326887,10,1,52.957291499349,147.49424425764,-1.3035834683618,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"IRL-2010","Ireland","IRL",2010,"2000_2019",0,1,10.7658654462223,10,1,66.822799682617,86.162779583254,-0.62340302023392,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"AUT-2011","Austria","AUT",2011,"2000_2019",0,1,10.6038176068819,10,1,50.891962237601,82.178173828534,-0.181038804215163,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"BEL-2011","Belgium","BEL",2011,"2000_2019",0,1,10.5384579994739,8,1,55.304414205464,103.49471231594,-0.208948160700422,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"CYP-2011","Cyprus","CYP",2011,"2000_2019",0,1,10.2266611783157,10,1,42.19187904924,64.986290025299,-0.803857975800499,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"DEU-2011","Germany","DEU",2011,"2000_2019",1,1,10.6239965071328,10,1,45.238420528965,79.417239638248,-0.0630167639824281,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNK-2011","Denmark","DNK",2011,"2000_2019",0,1,10.6673819970695,10,2,56.429311683544,46.070885949837,-0.143144219458574,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"EUU-2011","Eurozone","EUU",2011,"2000_2019",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"FRA-2011","France","FRA",2011,"2000_2019",1,1,10.493680392498,10,1,56.290684517693,87.836534654379,-0.131497002928793,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"GRC-2011","Greece","GRC",2011,"2000_2019",0,1,10.1855588552668,10,1,55.120310071419,184.00096040604,-1.16306810357051,0,0,1,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0
"IND-2011","India","IND",2011,"2000_2019",1,1,8.41753759394522,9,10,27.640581685902,68.647828516093,0.0641422832434639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITA-2011","Italy","ITA",2011,"2000_2019",0,1,10.456393390452,10,1,49.17440785659,119.69298064723,-0.357748930779953,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
"NLD-2011","Netherlands","NLD",2011,"2000_2019",1,1,10.6876710018309,10,1,46.835055715382,61.830773465117,-0.319731055331793,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"PRT-2011","Portugal","PRT",2011,"2000_2019",0,1,10.1449881024149,10,1,50.022800605578,114.40303652208,-0.467585586959777,0,0,1,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0
"TUR-2011","Turkey","TUR",2011,"2000_2019",1,1,9.71281840938758,9,12,33.123021910183,36.11125558277,0.147623035506433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ESP-2012","Spain","ESP",2012,"2000_2019",1,1,10.360912399575,10,1,49.470710377956,89.982949357918,-0.503871585684193,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
"GRC-2012","Greece","GRC",2012,"2000_2019",1,1,10.1002460599056,10,1,53.700213928156,162.12007053557,-0.723731551575911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV-2012","Croatia","HRV",2012,"2000_2019",1,1,9.89409356689426,9,4,48.354866957767,69.385522111939,-0.678829370450992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX-2012","Luxemburg","LUX",2012,"2000_2019",1,1,10.897313234903,10,1,41.814074650412,20.855990818077,-0.221574267191223,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT-2012","Portugal","PRT",2012,"2000_2019",1,1,10.1319370026405,10,1,48.888839636925,129.03504310273,-0.345089420709877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR-2013","United Kingdom","GBR",2013,"2000_2019",1,1,10.4683751344006,10,13,41.701358778243,84.754915219264,0.0440460908995695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"NLD-2013","Netherlands","NLD",2013,"2000_2019",1,1,10.6909671623308,10,1,46.598371142668,67.833928622799,-0.170349362375555,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SVK-2013","Slovenia","SVK",2013,"2000_2019",1,1,10.035217323214,10,1,42.631973946775,54.89555669635,-0.188243203398762,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR-2014","Bulgaria","BGR",2014,"2000_2019",1,1,9.64342064711732,9,2,37.079303741455,33.709506988525,-0.132317548690642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUU-2014","Eurozone","EUU",2014,"2000_2019",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"GNB-2014","Guinea-Bissau","GNB",2014,"2000_2019",0,1,7.2283884515736,6,1,22.959052390354,58.442837677037,-0.000541098803396988,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"HUN-2014","Hungary","HUN",2014,"2000_2019",1,1,9.95825978838311,10,8,50.141395602944,75.253320044867,-0.0503401225649822,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"MDA-2014","Moldova","MDA",2014,"2000_2019",0,1,8.59803557926034,9,8,33.391709822254,34.961120443654,0.0647410535149283,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"PRT-2014","Portugal","PRT",2014,"2000_2019",0,1,10.0889707726677,10,1,51.688104906165,132.94069990991,0.215898959953259,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"RUS-2014","Russia","RUS",2014,"2000_2019",1,1,10.0950991562372,4,10,34.938208607476,15.135831880754,-1.21510272175283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"UKR-2014","Ukraine","UKR",2014,"2000_2019",0,1,9.24994562656854,4,14,44.773891126074,70.316870768184,-1.34788567591639,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1
"BRA-2015","Brazil","BRA",2015,"2000_2019",1,1,9.63285923465017,8,12,38.482039201644,72.572989639539,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEU-2015","Germany","DEU",2015,"2000_2019",1,1,10.6901706124872,10,1,44.141095374366,71.946513426168,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNK-2015","Denmark","DNK",2015,"2000_2019",1,1,10.697407239919,10,2,54.52764644296,39.773693794209,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC-2015","Greece","GRC",2015,"2000_2019",1,1,10.014313107625,10,1,51.161485295035,179.09960395271,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN-2015","Tunisia","TUN",2015,"2000_2019",1,1,9.30928031983109,7,8,27.444446017585,55.18344061388,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AUT-2016","Austria","AUT",2016,"2000_2019",1,1,10.6284724899448,10,1,50.071315886169,82.548609091519,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUU-2016","Eurozone","EUU",2016,"2000_2019",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"ITA-2016","Italy","ITA",2016,"2000_2019",0,1,10.4078322202024,10,1,49.078421451763,134.78512618927,NA,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
"CRI-2017","Costa Rica","CRI",2017,"2000_2019",1,0,9.55378822233382,10,NA,19.249308126307,46.781761682745,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ESP-2017","Spain","ESP",2017,"2000_2019",1,0,10.3126126214758,10,NA,41.315916537779,101.85433151987,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"IND-2017","India","IND",2017,"2000_2019",1,0,8.72013403541293,9,NA,26.231662594119,69.676690936512,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"KAZ-2017","Kazakhstan","KAZ",2017,"2000_2019",1,0,10.0792040102779,-6,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"RUS-2017","Russia","RUS",2017,"2000_2019",1,0,10.0704839432273,4,NA,34.830154048337,14.31106446033,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CYP-2018","Cyprus","CYP",2018,"2000_2019",1,0,10.1828332285916,10,NA,42.690177534505,98.350969568818,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CHN-2019","China","CHN",2019,"2000_2019",1,0,NA,NA,NA,34.152609326373,57.244348400678,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"DEU-2019","Germany","DEU",2019,"2000_2019",1,0,NA,NA,NA,44.990786753655,58.899823220836,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"KEN-2019","Kenya","KEN",2019,"2000_2019",1,0,NA,NA,NA,24.399959528221,59.084645746665,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
