"crisis_code","where","iso3","year","era","candidate","r","log_lagged_gdppc","polity","currency_regime","exp","debt","gap_sum","guarantees_d","lending_d","capital_injections_d","restructuring_d","asset_management_d","rules_d","noi_d","other_d","chron_bvx","chron_lv","chron_rr","chron_st","n_chronologies","n_chron_clean","n_chron_3chron","n_chron_3chron_raw","maddison_priority","currency_regime_binary"
"DEU-1943","Nazi Germany","DEU",1943,"1914_1945",1,0,9.12139986267954,-9,15,NA,NA,-1.71048497277954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"FRA-1943","France","FRA",1943,"1914_1945",1,0,8.46632086104248,-66,2,NA,NA,0.634708214725357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ITA-1943","Italy","ITA",1943,"1914_1945",1,1,8.44698529637274,0,14,25.385799407959,102.52100372314,-1.1351464977652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"NLD-1944","Netherlands","NLD",1944,"1914_1945",1,0,8.75557997214314,NA,2,NA,NA,0.45309558145444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"JPN-1945","Japan","JPN",1945,"1914_1945",1,0,8.47972182725938,1,2,NA,NA,-2.19200332009146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"POL-1946","Poland","POL",1946,"1946_1971",1,0,NA,-5,15,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BGR-1947","Bulgaria","BGR",1947,"1946_1971",1,0,NA,-7,15,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IND-1947","India","IND",1947,"1946_1971",0,0,6.89871453432999,NA,2,6.6576499938965,31.454299926758,0.119635503082225,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
"CRI-1948","Costa Rica","CRI",1948,"1946_1971",1,0,8.08487062913819,4,2,NA,NA,-0.342896563064787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU-1948","Romania","ROU",1948,"1946_1971",1,0,6.16331480403464,-7,15,NA,NA,6.33806511468032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ARG-1949","Argentina","ARG",1949,"1946_1971",1,1,9.03264808356589,-9,12,11.815999984741,19.739999771118,-0.68702235434753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KOR-1950","Korea","KOR",1950,"1946_1971",1,0,7.0808516644312,-3,14,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"IND-1951","India","IND",1951,"1946_1971",1,0,6.89467003943348,NA,2,5.545599937439,25.101900100708,0.35306317741523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA-1953","Brazil","BRA",1953,"1946_1971",1,1,7.77359446736019,5,12,8.3493099212646,13.958800315857,0.097687342239739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"NGA-1954","Nigeria","NGA",1954,"1946_1971",1,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"EGY-1957","Egypt","EGY",1957,"1946_1971",1,0,7.27447955877387,-7,12,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USA-1958","United States","USA",1958,"1946_1971",1,1,9.76457025334946,9,2,17.648000717163,59.060298919678,0.0131797046216623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NGA-1959","Nigeria","NGA",1959,"1946_1971",1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"VEN-1960","Venezuela","VEN",1960,"1946_1971",1,1,9.39914089486785,6,2,23.673099517822,8.2846202850342,-0.708522923412709,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG-1961","Hong Kong","HKG",1961,"1946_1971",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"KOR-1961","Korea","KOR",1961,"1946_1971",1,1,7.34451993872028,-7,8,21.2047996521,13.373000144958,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BRA-1963","Brazil","BRA",1963,"1946_1971",0,1,8.2190566610606,3,14,22.769599914551,20.403900146484,-0.730231507880664,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"HKG-1965","Hong Kong","HKG",1965,"1946_1971",0,0,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,NA
"JPN-1965","Japan","JPN",1965,"1946_1971",1,1,9.10886120302633,10,8,20.413600921631,9.7917133393546,0.103153510033857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"URY-1965","Uruguay","URY",1965,"1946_1971",1,0,8.92239159729586,8,14,15.619099617004,NA,-0.127232443801701,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"USA-1966","United States","USA",1966,"1946_1971",1,1,9.97067880207645,9,2,29.411399841309,50.648300170898,0.126407545802533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TZA-1967","Tanzania","TZA",1967,"1946_1971",1,0,6.76503897678054,-6,2,NA,NA,0.000720355538571926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND-1969","India","IND",1969,"1946_1971",1,1,7.16239749735572,8,2,11.529700279236,38.770099639893,0.0447747226004901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA-1969","United States","USA",1969,"1946_1971",1,1,10.0728505081657,8,2,31.265399932861,45.913898468018,-0.0932539810389846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHL-1970","Chile","CHL",1970,"1946_1971",1,1,9.01030280937645,6,12,21.090000152588,26.32439994812,-0.242113629706326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USA-1970","United States","USA",1970,"1946_1971",1,1,10.0939012792274,8,2,32.303600311279,46.363300323486,-0.165818545881301,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"PHL-1971","Philippines","PHL",1971,"1946_1971",0,1,7.94165125293056,2,10,11.157699584961,14.812399864197,0.192981303563626,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1
"URY-1971","Uruguay","URY",1971,"1946_1971",0,1,8.99093980694081,3,14,20.128799438477,9.3422400289851,0.0242055390141005,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"MLT-1973","Malta","MLT",1973,"1972_1999",1,0,NA,NA,NA,NA,NA,1.02533128966726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"AUS-1974","Australia","AUS",1974,"1972_1999",1,1,9.92949637171718,10,2,30.912183761597,22.341989800824,-0.25808824259761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA-1974","France","FRA",1974,"1972_1999",1,1,9.92529796679998,9,8,19.874799728394,15.4202003479,-0.398745086128158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"G-1974","G10",NA,1974,"1972_1999",1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"GBR-1974","United Kingdom","GBR",1974,"1972_1999",0,1,9.86099750091518,10,12,47.778400421143,56.266715275619,-0.357885277643972,1,1,1,0,0,0,0,1,1,0,1,1,3,3,3,3,1,1
"ITA-1974","Italy","ITA",1974,"1972_1999",1,1,9.7380231128086,10,8,34.777599334717,50.424107358044,-0.394765263737184,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"PAK-1974","Pakistan","PAK",1974,"1972_1999",1,1,7.32712329225929,8,2,15.290200233459,42.111696898839,-0.123818618455162,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE-1974","Sweden","SWE",1974,"1972_1999",1,1,9.97622673117643,10,8,30.068687438965,19.384399414062,-0.317071794331218,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USA-1974","United States","USA",1974,"1972_1999",1,1,10.1887416799132,10,13,32.71369934082,41.443099975586,-0.342399331204176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"CHE-1975","Switzerland","CHE",1975,"1972_1999",1,1,10.154956928812,10,12,29.311899185181,42.251399993896,-0.585747973737688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRT-1975","Portugal","PRT",1975,"1972_1999",1,1,9.32670017309238,3,10,31.883499145508,19.166700363159,-0.992262520516362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAF-1976","Central African Republic","CAF",1976,"1972_1999",0,0,7.18765716411496,-7,1,NA,NA,0.245177800437187,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,1,0,0
"CHL-1976","Chile","CHL",1976,"1972_1999",0,1,8.81447900001071,-7,14,30.030000686646,19.540500640869,0.911568886735122,1,0,0,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"USA-1976","United States","USA",1976,"1972_1999",1,1,10.1641580757411,10,13,33.964099884033,44.764598846436,0.164682104667112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AUS-1977","Australia","AUS",1977,"1972_1999",1,1,9.98105026448392,10,8,34.083324432373,23.613116326838,-0.260097060491049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEU-1977","Germany","DEU",1977,"1972_1999",0,1,9.914328575714,10,13,49.040901184082,26.130363188932,-0.0719200130043053,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
"ESP-1977","Spain","ESP",1977,"1972_1999",0,1,9.47677327138879,5,8,12.826999664307,8.7526998519897,-0.69605571422858,1,0,1,1,0,0,0,0,1,1,1,1,4,4,3,3,1,1
"MYS-1977","Malaysia","MYS",1977,"1972_1999",1,0,8.44203851781548,4,8,NA,NA,0.290396229193359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZAF-1977","South Africa","ZAF",1977,"1972_1999",0,1,8.82497196556714,4,12,27.326999664307,45.261600494385,-0.312940115137325,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"BEL-1978","Belgium","BEL",1978,"1972_1999",1,1,9.95346748484115,10,4,52.757999420166,65.154656,-0.237946767015013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN-1978","Venezuela","VEN",1978,"1972_1999",0,1,9.780924360113,9,2,29.170999526978,16.566912311401,-0.694931716897594,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"AUS-1979","Australia","AUS",1979,"1972_1999",1,1,9.99643129817887,10,8,32.516582489014,22.863460820683,-0.168068639058669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IRN-1979","Iran","IRN",1979,"1972_1999",1,0,9.07222706984655,-6,12,NA,NA,-2.04791869810561,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ARG-1980","Argentina","ARG",1980,"1972_1999",0,1,9.48143564082356,-9,5,15.173999786377,11.39999961853,-0.73839877231455,1,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,0
"BEL-1980","Belgium","BEL",1980,"1972_1999",1,1,10.0030613574322,10,4,54.890598297119,76.796832910157,-0.308498967784424,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY-1980","Egypt","EGY",1980,"1972_1999",0,0,8.03138533062553,-6,10,NA,NA,0.205487578107274,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,1,0,1
"IND-1980","India","IND",1980,"1972_1999",1,1,7.26332961747684,8,8,17.47979927063,37.378346341597,0.501418969388452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAR-1980","Morocco","MAR",1980,"1972_1999",0,0,8.12622252945853,-8,11,NA,NA,-0.110911204318842,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"THA-1980","Thailand","THA",1980,"1972_1999",0,1,8.28878581042693,2,4,18.732099533081,22.147499084473,-0.24242901884629,1,1,0,1,0,0,0,0,1,0,1,0,2,2,2,2,0,0
"URY-1980","Uruguay","URY",1980,"1972_1999",0,1,9.20693457884135,-7,5,21.800399780273,4.6104107297376,-0.425946256348905,0,1,1,0,1,0,0,0,0,1,1,0,2,2,1,1,0,0
"USA-1980","United States","USA",1980,"1972_1999",1,1,10.3072512140045,10,13,34.286201477051,41.865699768066,-0.359173245578807,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AUT-1981","Austria","AUT",1981,"1972_1999",1,1,9.99570203652394,10,4,51.520999908447,37.26927874094,-0.439477920801567,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHL-1981","Chile","CHL",1981,"1972_1999",0,1,9.10764297373784,-7,2,26.379999160767,14.019000053406,-0.67359262562874,1,0,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,0
"ECU-1981","Ecuador","ECU",1981,"1972_1999",0,0,8.79209392950328,9,2,NA,NA,-0.606038565980966,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,0
"MEX-1981","Mexico","MEX",1981,"1972_1999",0,1,9.2032150470336,-3,7,20.121299743652,41.687900543213,-0.551855496829628,0,0,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"PHL-1981","Philippines","PHL",1981,"1972_1999",0,1,8.2393294279018,-8,10,13.678359985352,27.560499191284,-0.608164519241551,0,1,1,1,1,0,0,0,1,1,1,0,3,3,2,2,0,1
"CAN-1982","Canada","CAN",1982,"1972_1999",0,1,10.1756498133299,10,8,47.257499694824,52.66849899292,-0.322116529532288,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1
"COL-1982","Colombia","COL",1982,"1972_1999",0,1,8.82202732268558,8,8,10.60000038147,8.8000001907349,-0.45134764986082,1,1,1,1,0,1,0,0,1,1,1,0,3,3,2,2,0,1
"DNK-1982","Denmark","DNK",1982,"1972_1999",1,1,10.088430670035,10,7,57.737701416016,64.4514,0.223112118656546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FRA-1982","France","FRA",1982,"1972_1999",1,1,10.0713297880652,9,7,49.870399475098,25.274200439453,-0.269355271046785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GHA-1982","Ghana","GHA",1982,"1972_1999",0,1,7.50659178007084,-7,14,4.7645321300573,8.5787640890688,-0.540839279904516,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
"HKG-1982","Hong Kong","HKG",1982,"1972_1999",0,0,NA,NA,NA,NA,NA,-0.404916004078409,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,NA
"ITA-1982","Italy","ITA",1982,"1972_1999",1,1,9.95422819423931,10,12,46.706600189209,61.466772430228,-0.317512972527484,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KWT-1982","Kuwait","KWT",1982,"1972_1999",0,0,9.70515855759636,-8,7,NA,NA,-0.0231814013088228,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
"SGP-1982","Singapore","SGP",1982,"1972_1999",0,0,9.57045937831747,-4,11,NA,NA,-0.773474582693892,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"TUN-1982","Tunisia","TUN",1982,"1972_1999",0,0,8.48260174664662,-8,8,NA,NA,-0.616340746105768,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
"TUR-1982","Turkey","TUR",1982,"1972_1999",0,1,8.73246584834988,-5,12,19.199499130249,33.426998138428,-0.0485122972829284,0,1,0,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"YUG-1982","Yugoslavia","YUG",1982,"1972_1999",1,0,9.22088458585185,-5,NA,NA,NA,-0.717422896236286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CAN-1983","Canada","CAN",1983,"1972_1999",0,1,10.1326529361688,10,8,47.887901306152,58.402599334717,0.125465875530465,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1
"COD-1983","DR Congo","COD",1983,"1972_1999",0,0,6.82437367004309,-9,14,NA,NA,0.228512978901434,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1
"DEU-1983","Germany","DEU",1983,"1972_1999",1,1,10.0159229818659,10,13,47.919101715088,38.104848833883,-0.0501583111419612,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GNQ-1983","Equatorial Guinea","GNQ",1983,"1972_1999",0,0,7.83715965000168,-7,8,NA,NA,-0.181063915106305,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"HKG-1983","Hong Kong","HKG",1983,"1972_1999",1,0,NA,NA,NA,NA,NA,-0.106526169954595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ISR-1983","Israel","ISR",1983,"1972_1999",0,0,9.80670128384844,6,14,NA,260.45700073242,-0.433771811208174,0,0,1,0,0,1,0,0,1,1,1,0,3,3,2,2,0,1
"KOR-1983","Korea","KOR",1983,"1972_1999",0,1,8.82783098845354,-5,7,16.045600891113,19.733153594075,0.368307476167629,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
"MAR-1983","Morocco","MAR",1983,"1972_1999",0,0,8.22282213081366,-8,11,NA,NA,-0.432693073574065,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
"NER-1983","Niger","NER",1983,"1972_1999",0,0,7.11558212618445,-7,1,NA,NA,-0.826743381646476,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"PER-1983","Peru","PER",1983,"1972_1999",0,1,8.82025636590632,7,14,19.417360305786,56.177700042725,-0.613386331998252,0,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,1
"TCD-1983","Chad","TCD",1983,"1972_1999",0,0,6.26149168432104,0,1,NA,NA,1.47481197206667,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"THA-1983","Thailand","THA",1983,"1972_1999",0,1,8.38366179879172,2,4,19.54400062561,28.920400619507,-0.0333150200109875,0,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,0,0
"TWN-1983","Taiwan","TWN",1983,"1972_1999",0,0,9.09492952046486,-7,NA,NA,NA,0.196109688468439,0,0,0,0,0,1,0,0,1,0,1,0,2,2,2,2,0,NA
"DNK-1984","Denmark","DNK",1984,"1972_1999",1,1,10.1444710219787,10,7,56.640201568604,77.7154,0.219914915397911,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GBR-1984","United Kingdom","GBR",1984,"1972_1999",0,1,9.96955615250583,10,12,50.274200439453,41.583948530152,0.269513518931716,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1
"MRT-1984","Mauritania","MRT",1984,"1972_1999",0,0,7.34794382314869,-7,10,NA,NA,-0.144755639584597,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"PHL-1984","Philippines","PHL",1984,"1972_1999",1,1,8.25244609024695,-6,14,10.145669937134,45.778198242188,-1.09103239529378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"USA-1984","United States","USA",1984,"1972_1999",0,1,10.3142055069257,10,13,36.151798248291,50.584098815918,0.373158188799228,1,1,1,0,0,1,0,0,1,1,1,1,4,4,3,3,1,1
"ARG-1985","Argentina","ARG",1985,"1972_1999",0,1,9.37898549795389,8,2,14.747400283813,55.229999542236,-0.350260664801642,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,0,0
"BRA-1985","Brazil","BRA",1985,"1972_1999",0,1,8.91435727448502,7,14,11.10000038147,52.599998474121,-0.0563844130019077,1,0,0,0,0,0,0,0,1,0,1,0,2,2,2,2,0,1
"GIN-1985","Guinea","GIN",1985,"1972_1999",0,0,6.71417052990947,-7,15,NA,NA,0.0360995172957225,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"ISL-1985","Iceland","ISL",1985,"1972_1999",0,0,NA,NA,NA,NA,NA,-0.105065497036801,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,NA
"KEN-1985","Kenya","KEN",1985,"1972_1999",0,1,7.37400185935016,-7,2,15.587737567605,28.830031660664,0.179744383515554,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,0
"KOR-1985","Korea","KOR",1985,"1972_1999",0,1,9.02443467983592,-5,7,15.519399642944,16.630321900562,0.273115842117427,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
"MYS-1985","Malaysia","MYS",1985,"1972_1999",0,0,8.83448260862068,4,8,NA,NA,-0.792798457154874,1,1,1,1,0,1,0,1,1,0,1,0,2,2,2,2,0,1
"URY-1985","Uruguay","URY",1985,"1972_1999",1,1,9.08307502093031,9,14,24.634599685669,29.157293192795,0.478907347444769,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"VEN-1985","Venezuela","VEN",1985,"1972_1999",1,1,9.51760445915569,9,12,20.344100952148,34.102600401105,0.0713089570181279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZAF-1985","South Africa","ZAF",1985,"1972_1999",0,1,8.80567494403858,4,12,26.802900314331,26.343099594116,-0.344457682352512,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
"KWT-1986","Kuwait","KWT",1986,"1972_1999",1,0,9.47385781742867,-10,7,NA,NA,0.797258961185386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRT-1986","Portugal","PRT",1986,"1972_1999",0,1,9.490997829491,10,8,38.91370010376,59.7698,0.446911983304432,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
"BGD-1987","Bangladesh","BGD",1987,"1972_1999",0,0,6.8501261661455,-5,7,NA,NA,0.209071460169973,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"BOL-1987","Bolivia","BOL",1987,"1972_1999",0,1,8.10349427838097,9,10,24.419201561121,145.34399414062,0.273849847266869,0,0,0,0,1,0,0,1,0,1,1,0,2,2,1,1,0,1
"CHE-1987","Switzerland","CHE",1987,"1972_1999",0,1,10.3368270126333,10,11,29.752599716187,36.466400146484,0.142065695636354,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1
"CMR-1987","Cameroon","CMR",1987,"1972_1999",0,0,7.89469085042562,-9,1,NA,NA,-1.63762201062206,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"CRI-1987","Costa Rica","CRI",1987,"1972_1999",0,1,8.86601739881026,10,10,27.202199935913,21.1844867035,0.0987556607031381,0,1,0,0,0,1,0,0,0,1,1,0,2,2,1,1,0,1
"DNK-1987","Denmark","DNK",1987,"1972_1999",0,1,10.2639901616092,10,7,53.989601135254,62.5083,-0.245962716744745,1,1,1,1,0,0,0,0,1,0,1,1,3,3,3,3,0,1
"MLI-1987","Mali","MLI",1987,"1972_1999",0,0,7.03702761468628,-7,1,NA,NA,-0.0611751548245894,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"MOZ-1987","Mozambique","MOZ",1987,"1972_1999",0,0,7.2991214627108,-7,14,NA,NA,1.38987841654159,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
"NIC-1987","Nicaragua","NIC",1987,"1972_1999",0,0,8.01002752848173,-1,14,NA,266.58801269531,-0.521003253043609,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"NOR-1987","Norway","NOR",1987,"1972_1999",0,1,10.2577997072857,10,12,50.473701477051,31.260499954224,-0.406199104429724,1,1,1,1,0,0,0,0,1,1,1,1,4,4,3,3,0,1
"NZL-1987","New Zealand","NZL",1987,"1972_1999",0,1,10.0044182711146,10,12,46.152167191384,62.966786015992,-0.249139042556133,0,1,1,0,1,0,0,0,1,0,1,0,2,2,2,2,0,1
"PER-1987","Peru","PER",1987,"1972_1999",1,1,8.74671634969449,7,14,15.458359718323,39.088401794434,-0.643246014297722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BEN-1988","Benin","BEN",1988,"1972_1999",0,0,7.48549160803075,-7,1,NA,NA,-0.0844776182497411,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
"CAF-1988","Central African Republic","CAF",1988,"1972_1999",0,1,6.98378996525813,-7,1,21.43271029791,48.756173091983,-0.00743040868622521,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
"CIV-1988","Cote d<U+2019>Ivoire","CIV",1988,"1972_1999",0,0,7.85515700588134,-9,1,NA,NA,-0.655350881186167,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
"GRC-1988","Greece","GRC",1988,"1972_1999",1,1,9.61206516046862,10,8,33.636632075973,57.554344584355,0.152026106302821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ISR-1988","Israel","ISR",1988,"1972_1999",1,1,9.91323984397881,6,8,46.464099884033,145.35699462891,-0.170089510852174,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MDG-1988","Madagascar","MDG",1988,"1972_1999",0,1,7.13727843726039,-6,12,11.429660963814,126.57437930826,0.22207695404159,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"NPL-1988","Nepal","NPL",1988,"1972_1999",0,0,7.09672137849476,-2,8,NA,NA,0.31286446183029,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
"PAN-1988","Panama","PAN",1988,"1972_1999",0,0,8.94285300680992,-8,1,41.847400665283,NA,-0.57585177728884,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,1,0,0
"SEN-1988","Senegal","SEN",1988,"1972_1999",0,0,7.6246189861594,-1,1,NA,NA,-0.0125349374064991,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
"VEN-1988","Venezuela","VEN",1988,"1972_1999",0,1,9.53719507950244,9,14,33.209745116696,46.294135788621,0.0978289472659434,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1
"ARG-1989","Argentina","ARG",1989,"1972_1999",0,1,9.32758993202642,7,14,11.013199806213,118.2200012207,0.194425782962324,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,1,0,1
"AUS-1989","Australia","AUS",1989,"1972_1999",0,1,10.19249374795,10,13,34.454963684082,17.032994544951,-0.110098957876661,1,1,1,1,0,0,0,0,1,0,1,1,3,3,3,3,0,1
"JOR-1989","Jordan","JOR",1989,"1972_1999",0,1,8.93208043810331,-4,10,41.483901746751,190.72035730601,-1.60178372335036,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1
"SLV-1989","El Salvador","SLV",1989,"1972_1999",0,0,8.11492297420459,6,12,NA,NA,0.499289094472413,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
"SVN-1989","Sri Lanka","SVN",1989,"1972_1999",0,0,NA,NA,NA,NA,NA,-1.03123779315543,0,1,1,1,0,0,0,0,0,1,1,0,2,2,1,1,0,NA
"ZAF-1989","South Africa","ZAF",1989,"1972_1999",0,1,8.75131624677346,4,15,29.601499557495,33.328899383545,-0.150323644019165,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
"BFA-1990","Burkina Faso","BFA",1990,"1972_1999",0,1,7.20191631753163,-7,1,18.422481371017,25.601212937062,-0.47072543949334,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
